-45.12061 -2.60071 -0.03348 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -4.31893 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 14.87801 -121.04196 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.02553 
222.61252 36.50908 299.40126 -19.51418 106.63603 38.65799 662.98079 812.88754 -711.16830 213.61440 -420.43714 36.27491 5.76674 161.98712 -228.56134 41.11200 -6.21399 20.74047 36.87916 -69.95358 -443.90779 38.10101 48.85523 -56.52067 -620.53514 -1345.35211 -266.84595 116.08701 7.07442 -7.90311 -501.60706 1261.86485 4.33522 -122.32164 -360.89637 -62.74225 -84.94035 -15.90979 63.65546 -749.22303 
-109.21090 70.90947 294.98902 214.02973 -3.49993 -137.87431 3.65750 -57.80315 178.34094 363.38818 148.60054 22.93424 -204.00750 12.84449 -108.91841 -60.71348 -14.07344 38.93090 -31.20527 -61.88809 -247.79530 47.14186 -72.25332 98.51898 -447.33748 -157.21674 -52.31453 -32.21884 266.09395 42.97702 -200.04256 -140.93266 -436.09203 -91.05931 69.56153 145.66416 -27.41564 -314.64926 -150.42514 23.46009 
431.20560 -168.50365 12.35457 144.92841 -156.85990 -116.14643 493.53312 223.28717 42.44940 6.90382 342.94468 -565.94746 -437.01204 46.37512 -311.23014 -71.62574 50.81655 184.01057 167.71010 -5.26796 -618.48802 -295.73985 -150.12880 -130.61027 -246.13535 -21.10635 -89.34455 197.71585 -684.52378 -255.18318 -11.86237 -24.86546 -891.11388 -57.84702 -255.25685 -102.44766 633.09791 62.77622 398.79083 870.51399 
29.13327 169.60025 -90.14070 -152.02430 20.69731 -71.01124 790.96074 -0.53727 -117.59772 -0.22789 -13.25659 -176.16490 -9.57443 19.10236 -163.67053 204.18952 161.84784 -213.17152 -608.80763 -939.94595 -255.21961 -12.09703 56.69426 -58.71564 39.11716 -164.11869 -45.78576 0.96653 188.61777 7.59836 -8.15369 -49.98168 8.67685 560.43854 130.62528 -204.26480 -98.81613 329.20107 654.78934 401.47264 
-111.99935 -3.27487 47.04979 16.22818 5.49627 -60.70494 -0.59600 273.76706 19.58621 -20.73650 -154.42303 334.78852 -6.09384 68.29754 15.97780 -127.95697 -35.99585 376.97455 -176.17077 -1482.55985 47.01640 -182.67260 -39.43137 103.40270 121.58799 -14.30708 -617.14106 1.27753 262.55707 16.97391 600.15059 99.74497 65.06710 659.39455 1009.26120 74.92184 120.41462 109.38723 -305.24473 74.47069 
-8.07516 -95.80052 26.24274 161.45772 263.06158 20.32078 -228.80064 -161.36741 -4.96184 -6.65343 298.16717 69.36266 -41.32610 485.50286 908.86575 -36.66583 725.73748 -210.19041 547.78152 72.92620 143.42474 96.48537 -66.60001 -19.18342 -50.22681 -9.13646 232.63610 1.62781 1027.34961 10.68477 -214.66081 70.78252 498.67020 778.55957 9.64492 -32.87475 109.51163 311.40747 43.21971 522.36183 
-123.03250 90.77760 -358.25337 -152.63665 -304.56058 -581.04510 82.15552 -180.82486 -18.44126 -4.50900 -84.98470 -55.21698 29.75446 510.14095 53.42168 39.97473 3.70296 82.30854 50.95880 -23.61454 395.59796 223.08075 -144.50177 -3.96754 14.43539 -310.81936 1.94025 735.81869 325.81895 -12.93042 130.55383 361.94262 5.83662 361.76808 238.05521 82.87181 33.35651 58.83877 -4.48735 -247.68498 
42.93079 -52.89753 576.35710 609.33405 538.99700 116.14668 -59.09211 -718.65048 37.70048 -124.62515 -40.80817 -66.78069 -324.50330 -9.37843 -38.29577 203.21529 329.05302 -3.58982 -129.70385 114.23430 -0.59023 -56.96065 -4.86194 -205.71323 45.10515 -45.98069 26.46110 52.33600 -2.92139 50.37955 0.99067 -80.84332 231.46538 -31.13566 -773.13307 -22.59292 259.41259 -0.00245 149.35615 30.40069 
-184.70400 39.99767 125.38032 -124.96474 29.28503 258.59124 -1.15417 -143.57387 -169.04291 -8.19386 -0.58325 16.57627 -92.38605 29.59059 -222.99838 68.03126 360.39552 -193.57128 113.96723 137.97062 88.44877 -133.12703 41.72009 149.01724 -192.99355 3.09557 117.65079 -198.33637 -9.06949 205.25931 542.78108 36.09280 244.01204 721.01542 -280.47153 17.55050 -31.34273 201.39187 -78.19033 -468.68805 
