0.000000 0.000000 -0.149341 -0.013143 0.014021 -0.160173 -0.076170 -0.103623 -0.089338 0.010963 -0.291497 -0.257638 -0.024383 -0.078176 0.114701 0.020501 0.178063 -0.149567 0.144335 -0.244668 -0.095795 0.057875 -0.196927 0.034322 -0.130420 -0.179259 -0.032128 0.078657 -0.068002 -0.109650 -0.012903 -0.131473 0.082114 0.116340 0.025507 0.021702 0.131570 -0.056033 -0.118614 0.069286 0.049894 -0.019673 -0.107702 -0.165010 0.217916 0.003636 0.163327 0.104258 -0.137263 -0.012685 0.073068 -0.135508 0.101028 0.061169 -0.041452 -0.024470 -0.160768 0.144993 -0.115520 0.115242 0.080890 -0.037670 -0.169905 -0.016150 -0.180289 -0.286327 0.177496 0.001592 0.044147 0.030423 -0.058056 -0.024492 -0.041283 0.150909 -0.033746 -0.085154 -0.157745 -0.036657 -0.050463 0.207313 0.055741 -0.218907 -0.120507 0.024322 -0.138937 -0.021426 0.145777 -0.153439 -0.069895 0.170948 0.025142 -0.055200 -0.258336 0.038619 0.300411 0.093804 0.105184 -0.068870 -0.006694 0.000000 
0.000000 0.000000 0.087896 0.065928 -0.064281 -0.101442 0.169740 -0.172498 -0.036582 0.065589 -0.003938 -0.104363 -0.047918 0.001525 0.002620 0.113256 0.055646 -0.128088 0.165105 -0.008772 0.098523 0.058830 -0.021970 -0.062728 0.019840 -0.220795 -0.129581 -0.051197 -0.070652 -0.258599 0.031079 -0.046964 0.235462 -0.039148 -0.037929 -0.090115 0.018404 -0.104840 0.114365 -0.209246 -0.034359 0.188930 0.103456 -0.029782 -0.013328 0.077089 -0.028019 0.103042 -0.133485 0.105778 0.072008 0.210788 0.083472 0.137627 -0.045057 -0.256974 0.236161 -0.010354 -0.137849 -0.185471 -0.056391 0.032774 0.013715 -0.033355 -0.013837 -0.072933 -0.147362 0.188776 -0.037144 -0.219264 -0.028678 -0.120404 -0.009206 -0.028017 -0.012523 -0.096442 -0.053830 -0.043779 0.116939 0.158531 0.178945 0.044828 -0.082750 -0.133420 -0.042511 -0.126302 0.054294 0.032956 -0.045288 -0.049616 -0.101767 -0.153027 0.045779 -0.020897 -0.107415 -0.027737 0.185643 0.123985 -0.085179 0.000000 
0.000000 0.000000 0.063297 0.011310 -0.111782 -0.187014 -0.045610 -0.235954 0.229174 -0.061056 0.072587 -0.112539 -0.295224 0.131837 -0.046241 -0.028532 -0.142386 -0.147599 -0.057425 -0.103612 -0.151675 -0.020414 -0.058099 -0.078993 0.037578 0.151612 0.206614 -0.079179 -0.090846 -0.137447 0.030894 -0.064651 -0.087261 -0.134369 0.287966 -0.109826 0.050725 -0.069580 0.127899 -0.002126 0.084318 0.100660 0.103114 0.035414 0.102237 -0.052198 0.003537 0.100259 -0.017237 0.159525 0.156875 -0.249006 -0.149855 -0.045266 0.148401 -0.055025 0.014435 -0.139545 -0.052240 -0.027204 0.014623 -0.086462 0.081773 -0.042512 0.027128 0.158514 0.061241 0.008082 0.084218 0.035126 -0.210683 0.033945 -0.232971 -0.265815 -0.186098 0.083823 -0.167819 -0.118773 -0.099842 -0.207377 0.200122 0.082583 0.081890 0.006016 0.032604 -0.193928 0.144616 -0.037832 -0.165629 0.287129 -0.025562 -0.056157 -0.061811 -0.217968 -0.178473 0.046052 0.017357 0.090682 -0.014293 0.000000 
0.000000 0.000000 0.009659 -0.136556 0.086514 0.171761 -0.031944 -0.205921 -0.169649 0.004714 0.099616 -0.336171 -0.071220 -0.174782 0.065654 -0.045060 0.003841 -0.152725 -0.027281 0.058712 -0.005846 -0.148426 -0.051738 -0.006799 -0.057286 0.033942 -0.116067 0.047975 0.097420 -0.121459 0.150025 0.015365 -0.112595 -0.030396 -0.037015 0.063560 0.059769 -0.087548 -0.094381 0.067488 -0.098781 -0.109742 0.181013 0.183799 0.058652 0.049958 0.072897 -0.295592 -0.203931 -0.226803 0.139466 -0.023621 0.182794 -0.143036 0.057410 0.170034 0.113788 -0.230174 0.042955 -0.128732 -0.063516 -0.026506 0.172699 -0.066241 -0.040194 -0.078071 0.108294 -0.283042 -0.154642 -0.075947 0.201789 0.197538 -0.095483 0.138824 0.142816 -0.062997 -0.089890 0.040352 -0.055209 -0.081785 -0.122376 0.095493 -0.112443 -0.043980 -0.107226 -0.013163 0.004016 0.034154 -0.154937 0.117061 0.152784 -0.211366 0.068319 0.051448 0.141634 -0.211410 0.053509 0.096980 -0.061579 0.000000 
0.000000 0.000000 0.081516 -0.029472 -0.238523 -0.280844 0.020229 0.005383 0.092413 0.166767 0.080825 -0.095287 -0.066465 -0.023695 -0.069548 -0.214953 -0.186309 -0.097903 -0.083137 -0.197343 -0.206899 0.069349 0.066270 -0.099827 0.022909 -0.223026 -0.141243 -0.077779 -0.163424 0.184054 -0.191322 0.120123 0.089267 0.271351 0.056441 0.107036 0.005131 -0.043778 0.046877 0.065900 0.242100 -0.118283 -0.030388 -0.039412 -0.045616 0.021165 0.061185 -0.048460 0.062439 0.010008 0.007498 -0.041157 0.033965 0.155170 0.078429 0.056758 0.124899 -0.055587 -0.243252 0.030237 -0.312039 -0.113313 -0.245434 -0.036731 -0.058349 0.055822 -0.166929 -0.050584 0.114071 0.014974 -0.149188 0.083612 0.177033 0.106933 -0.167180 0.006440 0.063706 0.123443 -0.093161 -0.004917 -0.031339 0.314806 0.196599 -0.112513 -0.068570 -0.015543 0.155790 -0.208416 -0.036880 -0.151520 -0.053783 -0.055570 -0.226598 0.074736 -0.073988 -0.072038 -0.168294 0.030553 0.031336 0.000000 
0.000000 0.000000 0.046728 -0.119867 -0.005542 0.088100 -0.012880 -0.012706 0.081876 0.110391 -0.189160 0.123337 0.130969 0.039507 -0.137127 -0.242605 0.053122 0.038079 -0.018247 -0.093908 -0.182714 0.255058 -0.142532 -0.074980 0.122929 -0.136924 -0.098147 -0.070206 -0.198128 -0.256917 -0.046000 -0.026878 0.139449 -0.061287 0.052718 -0.178095 -0.098354 0.103720 0.018015 -0.117577 0.020685 0.303063 0.020859 0.293644 0.034166 -0.263619 0.352509 0.064401 0.153493 -0.111876 0.004117 -0.127164 0.013172 -0.182753 -0.011745 -0.089106 -0.060505 -0.061793 0.133556 0.102370 0.101076 -0.095219 0.026620 -0.197601 -0.144526 0.245194 -0.005472 0.073738 0.040207 0.104302 -0.091054 0.051964 -0.082477 0.111132 -0.016153 -0.017941 0.054232 0.005874 -0.146405 0.101251 -0.068156 0.080605 -0.262231 -0.163662 0.098318 -0.100544 0.125590 -0.209479 -0.114244 0.072474 0.134803 -0.195911 -0.173000 -0.200027 -0.238361 0.007173 0.169416 -0.019237 -0.000516 0.000000 
0.000000 0.000000 -0.033673 -0.048430 -0.005860 -0.050158 -0.254990 -0.009834 0.051758 0.001492 0.447775 0.153613 -0.179321 0.168031 -0.045388 -0.055817 0.052366 -0.176353 -0.140458 -0.073944 -0.087128 0.101999 0.010078 -0.162327 -0.040412 0.199372 -0.112670 -0.189070 0.058805 -0.177392 0.042429 -0.099547 0.256168 -0.032260 0.074046 -0.060376 -0.038775 -0.153408 -0.037963 -0.177600 0.122441 0.139511 -0.064423 0.128648 0.005905 0.213673 0.218550 0.060691 -0.063202 0.152162 0.198537 -0.107967 -0.239915 -0.221931 0.168080 0.059900 -0.191267 -0.160341 -0.005648 -0.185453 -0.072784 0.081674 0.103970 0.120470 -0.113804 -0.179793 0.012505 -0.099143 -0.017488 -0.003091 0.190935 0.081095 0.174681 0.017053 0.024948 0.037522 -0.093762 0.013905 0.042889 0.025339 -0.087353 0.100867 0.080551 -0.113322 0.026292 -0.008035 -0.114519 -0.024511 0.093035 -0.255553 -0.111145 0.038004 -0.079263 -0.238571 -0.041494 0.046634 -0.000595 0.067798 0.031090 0.000000 
0.000000 0.000000 0.141354 -0.290541 -0.036538 -0.444004 -0.160351 -0.166396 -0.159262 -0.157960 0.014267 0.165487 0.098761 0.233359 0.121890 -0.048002 -0.116751 0.027843 -0.070446 -0.046454 -0.054751 -0.008982 0.008736 0.050081 0.048424 -0.146169 -0.010095 -0.026954 0.027459 0.079975 0.333671 -0.077042 -0.063513 0.065643 0.082972 -0.090333 -0.030695 0.054977 0.114445 0.113133 0.026991 -0.152970 -0.313868 0.131868 0.247960 -0.134542 -0.216569 0.041019 0.130691 -0.146832 -0.107622 -0.045409 0.156254 0.118034 0.027879 0.201993 -0.000125 -0.043122 -0.080289 0.122983 -0.268558 -0.125075 0.116855 -0.193003 -0.345345 0.020609 -0.240145 -0.023286 0.136138 -0.040748 0.122122 0.103941 -0.182531 -0.039370 -0.019678 -0.047644 0.088662 -0.008490 -0.019182 0.203398 0.200183 0.236117 -0.140888 0.072114 0.138903 0.205138 0.125118 -0.127159 -0.024658 0.162691 -0.103313 -0.083129 0.053478 -0.107575 -0.125085 0.034134 0.102821 -0.140915 -0.038880 0.000000 
0.000000 0.000000 -0.047344 -0.031358 -0.260222 0.020257 -0.233280 -0.029204 -0.168052 0.018598 -0.025846 0.121792 -0.011729 0.062873 -0.093259 -0.151913 -0.112964 -0.083043 0.220558 0.064796 -0.233486 0.083013 0.178766 -0.009113 -0.100070 -0.037609 0.021555 -0.087368 0.060286 -0.021034 0.242550 0.115913 0.061176 0.151909 -0.121191 0.196586 -0.134910 0.025314 0.018118 -0.046630 -0.199828 0.026347 -0.012076 -0.166485 -0.027530 -0.026332 -0.007267 0.155200 -0.108904 0.077335 0.080136 0.077429 0.071602 -0.075444 -0.243160 0.066955 0.104459 -0.148878 0.054765 -0.030286 0.002762 -0.056995 -0.038086 -0.158790 -0.082411 -0.090344 0.319721 -0.017048 -0.046614 0.116820 -0.250537 0.080943 -0.101644 0.007164 0.111016 0.143105 -0.053737 0.243062 0.187509 0.074224 -0.086694 0.045533 0.168909 0.064873 0.032701 0.079833 -0.011999 0.026040 -0.294964 0.048014 0.106981 0.145297 0.269859 -0.132772 -0.304903 -0.001206 0.018914 -0.028677 -0.111763 0.000000 
0.000000 0.000000 -0.133519 0.134733 0.113935 0.185346 -0.043266 0.253171 -0.065503 -0.040915 -0.162859 0.061744 0.068470 -0.098072 -0.028515 -0.077920 0.138831 0.059446 -0.199101 -0.066249 0.082683 0.047233 -0.007170 -0.187129 -0.065427 -0.045878 -0.108791 -0.104297 0.177098 0.086432 0.281019 0.159095 0.104668 -0.135116 0.035548 0.046380 -0.006492 -0.107179 -0.328462 0.080216 0.053012 0.067140 0.086867 -0.274252 -0.046305 -0.131696 0.056976 -0.004184 -0.133206 0.075298 -0.071309 0.190642 -0.155766 -0.080880 0.263650 -0.129407 -0.030223 -0.054600 0.010328 -0.008038 -0.302851 0.010431 0.093417 0.004919 -0.130010 -0.134227 0.253623 0.038673 0.007009 -0.081126 0.212061 0.074240 0.177637 -0.313460 -0.042949 0.066826 -0.006476 0.199091 0.190965 -0.115763 -0.014962 0.087300 -0.025754 0.036998 0.111168 -0.196183 -0.083087 0.134909 -0.075314 -0.037714 0.159109 0.219559 0.129801 0.212338 -0.097152 -0.171844 0.128309 0.071633 -0.009165 0.000000 
